ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Damage Cost,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6882076,HR288440,4/25/2009 18:00,046XX S RICHMOND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,4485,FALSE,FALSE,912,9,14,58,14,1157528,1873541,2009,ERROR,41.80875374,-87.69774405,"(41.80875374, -87.697744048)"
8303183,HT520944,9/30/2011 3:15,002XX E 121ST PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2521,FALSE,FALSE,532,5,9,53,08B,1180264,1824414,2011,ERROR,41.67345185,-87.61585589,"(41.673451854, -87.615855891)"
9010374,HW157593,2/15/2013 12:30,051XX S CALIFORNIA AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),94,FALSE,FALSE,923,9,14,63,6,1158620,1870342,2013,ERROR,41.79995304,-87.6938261,"(41.799953035, -87.693826098)"
7689122,HS495203,8/31/2010 19:00,003XX E OHIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,4329,FALSE,FALSE,1834,18,42,8,11,1178952,1904236,2010,ERROR,41.8925212,-87.61822816,"(41.892521195, -87.618228164)"
1438982,G153765,3/17/2001 23:38,062XX S ST LAWRENCE AV,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,4128,TRUE,FALSE,313,NA,NA,NA,18,1181276,1863401,2001,ERROR,41.78041372,-87.61095442,"(41.780413719, -87.610954415)"
9340354,HW484281,10/7/2013 23:00,096XX S WENTWORTH AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,2824,FALSE,FALSE,511,5,21,49,5,1176693,1840729,2013,ERROR,41.71830345,-87.6284373,"(41.718303448, -87.628437301)"
3044554,HJ746479,11/8/2003 10:25,018XX W 51ST ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,1194,TRUE,FALSE,932,9,16,61,18,1165175,1870833,2003,ERROR,41.80116406,-87.66977306,"(41.801164057, -87.669773064)"
6080834,HP159980,2/5/2008 10:10,010XX N HUDSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,964,TRUE,FALSE,1823,18,27,8,18,1172947,1907120,2008,ERROR,41.90057027,-87.64019629,"(41.900570272, -87.640196289)"
4594393,HM187557,2/18/2006 3:50,027XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,4685,FALSE,FALSE,1412,14,35,22,14,1153678,1918136,2006,4/12/2014 12:43,41.93120453,-87.71067871,"(41.931204528, -87.710678708)"
9681055,HX331130,7/4/2014 15:00,021XX W PETERSON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,4484,TRUE,FALSE,2413,24,40,2,6,1161031,1939882,2014,11/7/2014 12:39,41.99072693,-87.68305134,"(41.990726931, -87.683051337)"
6696343,HR110836,1/7/2009 19:30,021XX W SHAKESPEARE AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,3344,FALSE,FALSE,1432,14,32,22,3,1161425,1914413,2009,3/2/2009 19:02,41.92083046,-87.68231379,"(41.920830456, -87.682313785)"
7313029,HS117588,1/13/2010 0:21,032XX N CLARK ST,2022,NARCOTICS,POSS: COCAINE,STREET,4814,TRUE,FALSE,1924,19,44,6,18,1169902,1921495,2010,ERROR,41.94008298,-87.65096052,"(41.94008298, -87.650960519)"
8914447,HV587762,12/3/2012 19:40,077XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,4861,TRUE,FALSE,612,6,17,71,18,1167067,1853091,2012,3/12/2012 20:28,41.75243746,-87.66334135,"(41.752437462, -87.663341352)"
8813683,HV486788,9/22/2012 9:00,017XX E 56TH ST,890,THEFT,FROM BUILDING,APARTMENT,3006,FALSE,FALSE,235,2,5,41,6,1188630,1868244,2012,ERROR,41.79353058,-87.58383901,"(41.793530583, -87.583839014)"
2915956,HJ592169,8/28/2003 8:00,078XX S GREENWOOD AVE,560,ASSAULT,SIMPLE,RESIDENCE,3119,FALSE,FALSE,624,6,8,69,08A,1184870,1853297,2003,11/6/2007 15:52,41.75260379,-87.598095,"(41.752603788, -87.598095)"
5426156,HN256370,3/29/2007 18:30,0000X W CERMAK RD,810,THEFT,OVER $500,STREET,1448,FALSE,FALSE,134,1,3,33,6,1176378,1889737,2007,4/12/2014 12:43,41.85279353,-87.62811879,"(41.852793534, -87.628118788)"
1331639,G028143,1/12/2001 21:00,034XX S KING DR,820,THEFT,$500 AND UNDER,DRUG STORE,282,TRUE,FALSE,2122,NA,NA,NA,6,1179512,1882402,2001,4/12/2014 12:43,41.83259459,-87.61684075,"(41.832594585, -87.616840751)"
1947050,HH132691,1/17/2002 18:49,005XX E 44 PL,460,BATTERY,SIMPLE,RESIDENCE,4529,FALSE,FALSE,222,NA,NA,NA,08B,1180563,1875665,2002,ERROR,41.81408363,-87.6131917,"(41.814083626, -87.613191703)"
2490949,HH828905,12/7/2002 18:00,008XX W 53RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2258,FALSE,FALSE,934,NA,3,61,11,1171449,1869703,2002,ERROR,41.797928,-87.64679722,"(41.797928002, -87.646797215)"
5985175,HN780490,12/27/2007 17:30,019XX E 79TH ST,031A,ROBBERY,ARMED: HANDGUN,OTHER,2491,TRUE,FALSE,414,4,8,43,3,1190626,1853018,2007,ERROR,41.75170127,-87.57701097,"(41.751701272, -87.577010969)"
2817048,HJ473101,7/4/2003 23:55,050XX N WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,1995,FALSE,FALSE,2031,20,47,4,5,1159496,1933143,2003,ERROR,41.97226667,-87.68888393,"(41.972266669, -87.688883926)"
9456119,HX108965,1/10/2014 1:04,075XX S LAFAYETTE AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,1608,TRUE,FALSE,623,6,6,69,18,1177099,1855191,2014,12/1/2014 0:40,41.75797985,-87.62651525,"(41.757979849, -87.626515246)"
2798720,HJ444156,6/21/2003 15:58,001XX W LAKE ST,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA PLATFORM,1268,FALSE,FALSE,113,1,42,32,3,1175497,1901776,2003,ERROR,41.88584914,-87.63099077,"(41.885849135, -87.630990773)"
7499449,HS302738,5/11/2010 17:56,045XX N BROADWAY,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,2688,FALSE,FALSE,2311,19,46,3,08B,1168079,1930569,2010,12/5/2010 14:32,41.96502202,-87.65739756,"(41.965022021, -87.65739756)"
3967996,HL332690,5/3/2005 13:20,014XX S CHRISTIANA AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",2513,TRUE,FALSE,1021,10,24,29,08A,1154231,1892646,2005,ERROR,41.86124651,-87.70932781,"(41.861246512, -87.709327807)"
8209042,HT442926,8/11/2011 14:41,068XX S WOLCOTT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,1871,TRUE,FALSE,726,7,17,67,18,1164911,1859184,2011,11/8/2011 15:42,41.7692033,-87.6710703,"(41.769203304, -87.6710703)"
4973670,HM585353,9/6/2006 7:50,094XX S LAFAYETTE AVE,810,THEFT,OVER $500,STREET,4120,FALSE,FALSE,634,6,21,49,6,1177555,1842613,2006,4/12/2014 12:43,41.72345398,-87.62522337,"(41.723453982, -87.625223371)"
1393322,G107984,2/22/2001 22:15,087XX S PEORIA ST,271,CRIM SEXUAL ASSAULT,ATTEMPT AGG: HANDGUN,STREET,1517,FALSE,FALSE,2222,NA,NA,NA,2,1171783,1847121,2001,ERROR,41.73595291,-87.64623392,"(41.735952909, -87.646233916)"
9297259,HW442278,9/7/2013 15:30,059XX S ELIZABETH ST,560,ASSAULT,SIMPLE,RESIDENCE,1658,FALSE,FALSE,713,7,16,67,08A,1168974,1865056,2013,10/9/2013 9:12,41.78522998,-87.65600771,"(41.785229979, -87.656007708)"
8764812,HV435925,8/17/2012 15:00,053XX S MONITOR AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2173,FALSE,FALSE,811,8,23,56,7,1138309,1868694,2012,ERROR,41.79582116,-87.7683533,"(41.795821159, -87.768353304)"
6872272,HR278952,4/21/2009 2:08,083XX S KEDZIE AVE,610,BURGLARY,FORCIBLE ENTRY,BARBERSHOP,2575,FALSE,FALSE,834,8,18,70,5,1156456,1849198,2009,ERROR,41.74197461,-87.70233107,"(41.741974607, -87.702331067)"
3886460,HL262763,3/29/2005 8:00,062XX W DICKENS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,926,FALSE,FALSE,2512,25,29,19,7,1134702,1913339,2005,ERROR,41.91839799,-87.78052657,"(41.918397987, -87.780526574)"
9247581,HW393661,8/4/2013 23:33,083XX S DORCHESTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,2059,TRUE,TRUE,412,4,8,45,08B,1187024,1850166,2013,5/8/2013 5:38,41.74396124,-87.59030067,"(41.743961235, -87.590300673)"
6240467,HP328601,5/9/2008 0:00,038XX N PACIFIC AVE,890,THEFT,FROM BUILDING,RESIDENCE,957,FALSE,FALSE,1631,16,36,17,6,1122068,1924371,2008,11/5/2008 8:02,41.94888535,-87.82670641,"(41.948885353, -87.82670641)"
2325815,HH620831,8/29/2002 18:30,009XX E 82ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,1157,FALSE,FALSE,631,NA,8,44,14,1184144,1850866,2002,ERROR,41.74594987,-87.6008313,"(41.745949866, -87.600831299)"
1481452,G218910,4/14/2001 10:15,017XX W 43 ST,820,THEFT,$500 AND UNDER,STREET,248,FALSE,FALSE,914,NA,NA,NA,6,1165712,1876148,2001,4/12/2014 12:43,41.81573763,-87.66765271,"(41.815737633, -87.667652714)"
2193379,HH452636,6/19/2002 11:09,027XX E 76TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,509,FALSE,FALSE,421,NA,7,43,14,1195835,1855198,2002,ERROR,41.75755612,-87.55785079,"(41.757556115, -87.557850794)"
6970254,HR375030,6/14/2009 14:15,052XX W WOLFRAM ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,683,FALSE,FALSE,2514,25,31,19,5,1140877,1918484,2009,ERROR,41.93240494,-87.75771192,"(41.932404942, -87.757711919)"
7626585,HS431129,7/26/2010 19:16,012XX W WASHBURNE AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,STREET,4211,TRUE,FALSE,1231,12,2,28,22,1168368,1894493,2010,ERROR,41.86602115,-87.65738041,"(41.866021153, -87.65738041)"
8990632,HW137651,1/30/2013 12:12,060XX S TALMAN AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,1914,TRUE,FALSE,825,8,15,66,5,1159702,1864538,2013,5/2/2013 8:59,41.78400392,-87.69001735,"(41.784003919, -87.690017346)"
3647659,HK742033,11/10/2004 9:15,062XX S COTTAGE GROVE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,3824,FALSE,TRUE,313,3,20,42,08B,1182595,1863841,2004,ERROR,41.78159061,-87.60610515,"(41.781590611, -87.606105147)"
6003770,HP103458,1/3/2008 0:06,056XX S TRIPP AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,2815,TRUE,FALSE,813,8,13,62,15,1148949,1867064,2008,9/1/2008 10:07,41.79114967,-87.72937729,"(41.791149667, -87.729377285)"
6025842,HP129074,1/2/2008 16:00,069XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,3731,FALSE,FALSE,321,3,5,69,14,1185895,1859153,2008,ERROR,41.76864911,-87.59415445,"(41.768649107, -87.59415445)"
4800609,HM411215,5/17/2006 20:00,114XX S DR MARTIN LUTHER KING JR DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,3162,FALSE,TRUE,531,5,9,49,26,1180987,1829335,2006,ERROR,41.68693924,-87.6130591,"(41.686939238, -87.613059096)"
1666539,G443084,7/27/2001 21:11,048XX W FLETCHER ST,460,BATTERY,SIMPLE,RESIDENCE,2067,TRUE,FALSE,2521,NA,NA,NA,08B,1143266,1920538,2001,ERROR,41.93799697,-87.74888106,"(41.937996967, -87.748881061)"
5182497,HM771133,12/13/2006 2:45,037XX W ROOSEVELT RD,460,BATTERY,SIMPLE,STREET,1387,FALSE,FALSE,1011,10,24,29,08B,1151547,1894410,2006,11/6/2007 15:52,41.86614024,-87.71913398,"(41.866140241, -87.719133978)"
2653415,HJ264288,3/27/2003 17:55,035XX S RHODES AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1255,FALSE,FALSE,212,NA,4,35,08B,1180131,1881336,2003,ERROR,41.82965521,-87.6146023,"(41.829655213, -87.614602295)"
1351172,G053225,1/25/2001 20:00,023XX W CULLERTON ST,820,THEFT,$500 AND UNDER,STREET,16,FALSE,FALSE,1223,NA,NA,NA,6,1161315,1890317,2001,4/12/2014 12:43,41.85471127,-87.68338852,"(41.854711274, -87.683388522)"
10107538,HY295865,6/10/2015 18:55,031XX W VAN BUREN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,515,TRUE,FALSE,1134,11,28,27,18,1155706,1897956,2015,ERROR,41.87578817,-87.7037704,"(41.875788166, -87.703770398)"
2379764,HH688374,10/2/2002 22:17,012XX E 93RD ST,560,ASSAULT,SIMPLE,OTHER,3430,FALSE,TRUE,413,NA,8,47,08A,1186314,1843608,2002,ERROR,41.72598218,-87.59310881,"(41.725982183, -87.593108809)"
2267732,HH544517,7/29/2002 18:20,024XX N MONTICELLO AVE,460,BATTERY,SIMPLE,APARTMENT,1972,FALSE,FALSE,2524,NA,35,22,08B,1151599,1915885,2002,ERROR,41.92506877,-87.71837802,"(41.925068771, -87.718378015)"
9401609,HW544488,11/22/2013 15:00,022XX W 47TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,1599,FALSE,TRUE,931,9,12,61,26,1161952,1873419,2013,ERROR,41.80832803,-87.68152107,"(41.80832803, -87.681521068)"
1724872,G526711,9/2/2001 23:30,008XX W BARRY AV,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1898,FALSE,FALSE,1932,NA,NA,NA,7,1170165,1920835,2001,ERROR,41.93826616,-87.65001325,"(41.938266163, -87.650013252)"
7236503,HR651141,11/19/2009 12:30,045XX N KEDZIE AVE,843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,1452,FALSE,FALSE,1724,17,33,14,6,1154268,1930085,2009,ERROR,41.96398164,-87.70819029,"(41.963981641, -87.708190292)"
4531738,HM116986,1/10/2006 17:40,018XX W ADDISON ST,460,BATTERY,SIMPLE,STREET,1107,FALSE,FALSE,1923,19,47,5,08B,1163300,1923889,2006,ERROR,41.94679389,-87.67515735,"(41.94679389, -87.675157351)"
6323346,HP407292,6/21/2008 1:08,027XX W 79TH ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,ALLEY,1728,TRUE,FALSE,835,8,18,70,11,1159359,1852062,2008,ERROR,41.74977497,-87.69161619,"(41.749774969, -87.691616189)"
2811252,HJ435689,6/17/2003 19:01,007XX N HARDING AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,3835,TRUE,FALSE,1112,11,27,23,18,1149954,1904935,2003,ERROR,41.89505313,-87.72470805,"(41.895053131, -87.724708046)"
10109799,HY298102,6/12/2015 13:35,055XX W BELMONT AVE,560,ASSAULT,SIMPLE,ALLEY,4032,FALSE,FALSE,2514,25,30,19,08A,1138524,1920677,2015,ERROR,41.93846579,-87.76630574,"(41.938465788, -87.766305737)"
2122047,HH360853,5/8/2002 3:00,035XX W 115TH PL,810,THEFT,OVER $500,STREET,586,FALSE,FALSE,2211,NA,19,74,6,1155019,1827742,2002,4/12/2014 12:43,41.68312423,-87.70816705,"(41.683124226, -87.70816705)"
5459179,HN286810,4/14/2007 11:00,017XX N SEDGWICK ST,610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,4496,FALSE,FALSE,1813,18,43,7,5,1173287,1911789,2007,1/5/2007 7:13,41.9133747,-87.63880861,"(41.913374701, -87.638808607)"
9427739,HW571708,12/15/2013 12:19,038XX W 65TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,2456,TRUE,FALSE,833,8,13,65,15,1151877,1860935,2013,ERROR,41.7742738,-87.71880143,"(41.774273798, -87.718801431)"
9549159,HX200896,3/23/2014 14:00,0000X W WASHINGTON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,506,FALSE,FALSE,111,1,42,32,11,1175824,1900858,2014,ERROR,41.88332274,-87.62981761,"(41.883322741, -87.629817609)"
3085284,HJ808984,12/10/2003 1:30,015XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,STREET,1775,FALSE,FALSE,1211,12,2,28,3,1165905,1900059,2003,ERROR,41.88134758,-87.66626343,"(41.881347579, -87.666263434)"
4372149,HL665453,10/10/2005 19:30,037XX N RECREATION DR,820,THEFT,$500 AND UNDER,PARK PROPERTY,375,FALSE,FALSE,2323,19,46,6,6,1171814,1925403,2005,4/12/2014 12:43,41.95076469,-87.64381782,"(41.950764691, -87.643817819)"
8955831,HW104841,1/1/2013 20:21,027XX W 56TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,4110,FALSE,FALSE,824,8,16,63,26,1159094,1867451,2013,10/1/2013 14:22,41.79201005,-87.69216687,"(41.792010053, -87.692166871)"
7846213,HS658466,12/13/2010 10:50,032XX W 26TH ST,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,4184,TRUE,FALSE,1024,10,22,30,3,1155078,1886589,2010,6/2/2012 11:35,41.84460848,-87.70638096,"(41.844608478, -87.706380961)"
7357351,HS158950,2/10/2010 8:10,003XX S SACRAMENTO BLVD,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,3954,FALSE,FALSE,1124,11,28,27,3,1156394,1898275,2010,6/7/2010 20:35,41.87664966,-87.70123568,"(41.876649659, -87.701235678)"
8459205,HV136620,1/28/2012 22:45,008XX N TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2553,FALSE,FALSE,1111,11,37,23,14,1147864,1905093,2012,ERROR,41.89552713,-87.73238007,"(41.895527127, -87.732380072)"
1389813,G101962,2/19/2001 18:05,016XX E 74 PL,560,ASSAULT,SIMPLE,STREET,681,FALSE,TRUE,324,NA,NA,NA,08A,1188468,1855950,2001,ERROR,41.75979873,-87.58482543,"(41.75979873, -87.584825427)"
7865849,HS679407,12/28/2010 12:40,031XX W MADISON ST,560,ASSAULT,SIMPLE,APARTMENT,1924,FALSE,FALSE,1124,11,28,27,08A,1155534,1899811,2010,ERROR,41.88088193,-87.70435201,"(41.880881934, -87.704352007)"
4757789,HM369541,5/23/2006 16:00,017XX N WOLCOTT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,2770,FALSE,TRUE,1434,14,32,24,26,1163450,1911711,2006,ERROR,41.91337356,-87.67494972,"(41.913373563, -87.674949723)"
3189601,HK196709,2/21/2004 18:00,025XX N HARLEM AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),1669,FALSE,FALSE,2512,25,36,18,6,1127702,1916103,2004,4/12/2014 12:43,41.9261037,-87.80618322,"(41.9261037, -87.806183216)"
4409636,HL704892,10/30/2005 15:03,083XX S BOND AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,4370,TRUE,FALSE,424,4,10,46,08B,1198647,1849847,2005,ERROR,41.74280258,-87.54772449,"(41.742802579, -87.547724486)"
1505171,G248949,5/1/2001 12:00,002XX S MICHIGAN AV,560,ASSAULT,SIMPLE,STREET,861,FALSE,FALSE,123,NA,NA,NA,08A,1177284,1899473,2001,ERROR,41.87948926,-87.62449846,"(41.879489257, -87.624498463)"
4586711,HM178303,2/13/2006 2:00,003XX N LARAMIE AVE,460,BATTERY,SIMPLE,RESTAURANT,1167,FALSE,FALSE,1532,15,28,25,08B,1141691,1901663,2006,ERROR,41.8862312,-87.75513722,"(41.886231203, -87.755137217)"
1989552,HH189521,2/15/2002 19:50,075XX S SAGINAW AV,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1219,TRUE,FALSE,421,NA,NA,NA,7,1195277,1855344,2002,ERROR,41.75797054,-87.55989094,"(41.757970535, -87.559890935)"
3644751,HK740805,11/8/2004 17:00,018XX S KARLOV AVE,810,THEFT,OVER $500,STREET,788,FALSE,FALSE,1012,10,24,29,6,1149319,1890548,2004,4/12/2014 12:43,41.8555859,-87.72741327,"(41.855585896, -87.727413274)"
8573990,HV248559,4/18/2012 23:00,004XX N CENTRAL PARK BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,602,FALSE,FALSE,1122,11,27,23,7,1152144,1902675,2012,ERROR,41.88880855,-87.71672435,"(41.888808551, -87.716724345)"
3524215,HK604674,9/5/2004 19:15,036XX W SHAKESPEARE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,4206,TRUE,FALSE,2525,25,26,22,18,1151518,1913999,2004,11/6/2007 15:52,41.91989502,-87.71872532,"(41.919895016, -87.718725318)"
1847188,G685045,11/14/2001 9:00,050XX S LAWNDALE AV,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,3981,FALSE,FALSE,821,NA,NA,NA,5,1152515,1871081,2001,ERROR,41.80210341,-87.71619564,"(41.802103414, -87.716195637)"
7342528,HS143733,1/30/2010 11:35,010XX W FOSTER AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,1187,FALSE,FALSE,2023,20,48,77,3,1168536,1934754,2010,11/2/2010 8:18,41.97649588,-87.65559557,"(41.976495882, -87.655595568)"
7778066,HS583693,10/26/2010 13:20,003XX W 117TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4154,FALSE,TRUE,522,5,34,53,08B,1176304,1827385,2010,ERROR,41.68169431,-87.63026104,"(41.681694308, -87.630261037)"
1348067,G033281,1/16/2001 13:30,011XX N WASHTENAW AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,783,TRUE,FALSE,1311,NA,NA,NA,18,1158142,1907777,2001,ERROR,41.9026885,-87.69455784,"(41.902688501, -87.694557839)"
9251968,HW395546,5/19/2013 0:01,005XX E 32ND ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,2608,FALSE,FALSE,211,2,4,35,6,1180472,1883635,2013,8/8/2013 11:12,41.835956,-87.61328048,"(41.835955998, -87.613280481)"
1866081,G710432,8/30/2001 4:15,055XX W NORTH AV,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,3533,FALSE,FALSE,2532,NA,NA,NA,5,1138844,1910120,2001,ERROR,41.90949041,-87.76538663,"(41.909490409, -87.765386627)"
3462034,HK533284,8/1/2004 0:00,004XX N OAKLEY BLVD,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),2427,FALSE,FALSE,1313,12,27,24,6,1161044,1902666,2004,4/12/2014 12:43,41.88860371,-87.68404035,"(41.888603708, -87.684040351)"
8200080,HT434131,8/5/2011 1:00,043XX S HONORE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3797,FALSE,FALSE,914,9,12,61,7,1164697,1876102,2011,6/8/2011 10:43,41.81563292,-87.67137723,"(41.81563292, -87.67137723)"
1532170,G282968,5/15/2001 17:00,008XX W CUYLER AV,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,589,FALSE,FALSE,2322,NA,NA,NA,7,1169953,1927283,2001,ERROR,41.95596436,-87.65060363,"(41.955964358, -87.650603629)"
8748519,HV423660,8/9/2012 23:43,003XX N DEARBORN ST,460,BATTERY,SIMPLE,BAR OR TAVERN,4895,TRUE,FALSE,1831,18,42,8,08B,1175921,1902673,2012,10/8/2012 9:09,41.88830102,-87.62940675,"(41.888301019, -87.629406752)"
3064212,HJ783363,11/26/2003 12:45,003XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,4952,FALSE,FALSE,122,1,42,32,6,1177207,1902277,2003,ERROR,41.88718533,-87.62469617,"(41.887185329, -87.624696174)"
9266858,HW411605,8/16/2013 21:00,026XX N MOZART ST,820,THEFT,$500 AND UNDER,STREET,2,FALSE,FALSE,1411,14,35,22,6,1156956,1917741,2013,ERROR,41.93005466,-87.69864338,"(41.930054663, -87.69864338)"
2563813,HJ151075,1/24/2003 17:00,037XX S DR MARTIN LUTHER KING JR DR,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,995,FALSE,FALSE,211,NA,3,35,5,1179437,1879984,2003,ERROR,41.82596113,-87.61718989,"(41.825961127, -87.617189893)"
6272130,HP360251,5/27/2008 23:19,078XX S CLYDE AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,1708,TRUE,FALSE,414,4,8,43,04B,1191603,1853399,2008,ERROR,41.75272315,-87.57341845,"(41.752723145, -87.573418451)"
1694291,G483134,8/14/2001 15:00,063XX S ELLIS AV,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,1918,FALSE,FALSE,314,NA,NA,NA,04B,1184186,1863155,2001,ERROR,41.7796711,-87.60029367,"(41.779671095, -87.600293674)"
9180052,HW325256,6/19/2013 0:05,063XX S DR MARTIN LUTHER KING JR DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,2418,TRUE,FALSE,312,3,20,69,11,1179964,1863307,2013,ERROR,41.78018592,-87.61576726,"(41.780185918, -87.615767262)"
9280642,HW425506,8/26/2013 22:00,018XX N LARRABEE ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,2483,FALSE,FALSE,1813,18,43,7,5,1171935,1912782,2013,ERROR,41.91612948,-87.6437462,"(41.916129478, -87.643746195)"
4593336,HM184287,2/16/2006 10:20,008XX E 103RD ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",3892,FALSE,FALSE,512,5,9,50,08B,1183714,1836812,2006,6/3/2006 3:53,41.7073941,-87.6028439,"(41.707394098, -87.602843897)"
8204247,HT438156,8/8/2011 14:10,092XX S CLYDE AVE,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,845,FALSE,FALSE,413,4,8,48,7,1191741,1844312,2011,9/8/2011 9:44,41.72778425,-87.57320688,"(41.727784247, -87.573206878)"
7787558,HS589500,10/27/2010 10:00,070XX S PERRY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3600,FALSE,FALSE,731,7,6,69,7,1176581,1858104,2010,5/11/2010 8:26,41.76598512,-87.62832615,"(41.765985117, -87.628326152)"
5607127,HN408670,6/16/2007 8:15,002XX W 106TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,4526,FALSE,TRUE,512,5,34,49,14,1176238,1834270,2007,ERROR,41.70058926,-87.63029694,"(41.700589255, -87.630296938)"
8287357,HT521174,9/30/2011 11:00,052XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,2963,FALSE,FALSE,1522,15,29,25,14,1141368,1898125,2011,1/10/2011 10:34,41.87652845,-87.75641071,"(41.876528452, -87.756410705)"
